Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Fri, Nov 29, 2019",7:30p,Philadelphia 76ers,101,New York Knicks,95,Box Score,,18109.0,2:34,Madison Square Garden (IV),
"Fri, Nov 29, 2019",8:00p,Atlanta Hawks,104,Indiana Pacers,105,Box Score,OT,15827.0,2:26,Bankers Life Fieldhouse,
"Fri, Nov 29, 2019",8:00p,Utah Jazz,103,Memphis Grizzlies,94,Box Score,,16605.0,2:02,FedEx Forum,
"Fri, Nov 29, 2019",8:00p,Golden State Warriors,105,Miami Heat,122,Box Score,,19600.0,2:15,AmericanAirlines Arena,
"Fri, Nov 29, 2019",8:00p,New Orleans Pelicans,104,Oklahoma City Thunder,109,Box Score,,18203.0,2:04,Chesapeake Energy Arena,
"Fri, Nov 29, 2019",8:30p,Los Angeles Clippers,97,San Antonio Spurs,107,Box Score,,18354.0,2:06,AT&T Center,
"Fri, Nov 29, 2019",9:00p,Dallas Mavericks,120,Phoenix Suns,113,Box Score,,18055.0,2:27,Talking Stick Resort Arena,
"Fri, Nov 29, 2019",10:00p,Chicago Bulls,103,Portland Trail Blazers,107,Box Score,,20139.0,2:19,Moda Center,
"Fri, Nov 29, 2019",10:30p,Washington Wizards,103,Los Angeles Lakers,125,Box Score,,18997.0,2:09,STAPLES Center,
"Sat, Nov 30, 2019",5:00p,Denver Nuggets,97,Sacramento Kings,100,Box Score,OT,17583.0,2:28,Golden 1 Center,
"Sat, Nov 30, 2019",7:00p,Indiana Pacers,116,Philadelphia 76ers,119,Box Score,,20517.0,2:17,Wells Fargo Center,
"Sat, Nov 30, 2019",8:00p,Atlanta Hawks,111,Houston Rockets,158,Box Score,,18055.0,2:11,Toyota Center,
"Sat, Nov 30, 2019",8:00p,Charlotte Hornets,96,Milwaukee Bucks,137,Box Score,,17550.0,1:53,Fiserv Forum,
"Sun, Dec 1, 2019",3:00p,Miami Heat,109,Brooklyn Nets,106,Box Score,,17026.0,2:12,Barclays Center,
"Sun, Dec 1, 2019",3:30p,Memphis Grizzlies,115,Minnesota Timberwolves,107,Box Score,,12276.0,2:14,Target Center,
"Sun, Dec 1, 2019",3:30p,Boston Celtics,113,New York Knicks,104,Box Score,,18005.0,2:14,Madison Square Garden (IV),
"Sun, Dec 1, 2019",4:00p,Dallas Mavericks,114,Los Angeles Lakers,100,Box Score,,18997.0,2:05,STAPLES Center,
"Sun, Dec 1, 2019",5:00p,San Antonio Spurs,98,Detroit Pistons,132,Box Score,,14270.0,2:08,Little Caesars Arena,
"Sun, Dec 1, 2019",5:00p,Oklahoma City Thunder,107,New Orleans Pelicans,104,Box Score,,15427.0,2:04,Smoothie King Center,
"Sun, Dec 1, 2019",6:00p,Golden State Warriors,96,Orlando Magic,100,Box Score,,15052.0,2:13,Amway Center,
"Sun, Dec 1, 2019",6:00p,Utah Jazz,110,Toronto Raptors,130,Box Score,,18132.0,2:07,Scotiabank Arena,
"Sun, Dec 1, 2019",10:30p,Washington Wizards,125,Los Angeles Clippers,150,Box Score,,19068.0,2:14,STAPLES Center,
"Mon, Dec 2, 2019",7:00p,Phoenix Suns,109,Charlotte Hornets,104,Box Score,,11221.0,2:20,Spectrum Center,
"Mon, Dec 2, 2019",7:00p,Utah Jazz,94,Philadelphia 76ers,103,Box Score,,20208.0,2:18,Wells Fargo Center,
"Mon, Dec 2, 2019",7:30p,Golden State Warriors,79,Atlanta Hawks,104,Box Score,,14278.0,2:01,State Farm Arena,
"Mon, Dec 2, 2019",8:00p,Indiana Pacers,117,Memphis Grizzlies,104,Box Score,,11919.0,2:06,FedEx Forum,
"Mon, Dec 2, 2019",8:00p,New York Knicks,88,Milwaukee Bucks,132,Box Score,,17385.0,2:13,Fiserv Forum,
"Mon, Dec 2, 2019",10:00p,Chicago Bulls,113,Sacramento Kings,106,Box Score,,17257.0,2:14,Golden 1 Center,
"Tue, Dec 3, 2019",7:00p,Detroit Pistons,127,Cleveland Cavaliers,94,Box Score,,17504.0,1:58,Rocket Mortgage Fieldhouse,
"Tue, Dec 3, 2019",7:00p,Orlando Magic,127,Washington Wizards,120,Box Score,,13159.0,2:08,Capital One Arena,
"Tue, Dec 3, 2019",7:30p,Dallas Mavericks,118,New Orleans Pelicans,97,Box Score,,14664.0,2:12,Smoothie King Center,
"Tue, Dec 3, 2019",7:30p,Miami Heat,121,Toronto Raptors,110,Box Score,OT,19800.0,2:34,Scotiabank Arena,
"Tue, Dec 3, 2019",8:30p,Houston Rockets,133,San Antonio Spurs,135,Box Score,2OT,18354.0,2:53,AT&T Center,
"Tue, Dec 3, 2019",9:00p,Los Angeles Lakers,105,Denver Nuggets,96,Box Score,,19658.0,2:17,Pepsi Center,
"Tue, Dec 3, 2019",10:00p,Portland Trail Blazers,97,Los Angeles Clippers,117,Box Score,,19068.0,2:11,STAPLES Center,
"Wed, Dec 4, 2019",7:00p,Golden State Warriors,91,Charlotte Hornets,106,Box Score,,14355.0,2:02,Spectrum Center,
"Wed, Dec 4, 2019",7:00p,Milwaukee Bucks,127,Detroit Pistons,103,Box Score,,15742.0,2:17,Little Caesars Arena,
"Wed, Dec 4, 2019",7:00p,Phoenix Suns,114,Orlando Magic,128,Box Score,,15176.0,2:10,Amway Center,
"Wed, Dec 4, 2019",7:30p,Brooklyn Nets,130,Atlanta Hawks,118,Box Score,,15694.0,2:11,State Farm Arena,
"Wed, Dec 4, 2019",7:30p,Miami Heat,93,Boston Celtics,112,Box Score,,19156.0,2:10,TD Garden,
"Wed, Dec 4, 2019",8:00p,Memphis Grizzlies,99,Chicago Bulls,106,Box Score,,15017.0,2:21,United Center,
"Wed, Dec 4, 2019",8:00p,Indiana Pacers,107,Oklahoma City Thunder,100,Box Score,,18203.0,2:06,Chesapeake Energy Arena,
"Wed, Dec 4, 2019",8:30p,Minnesota Timberwolves,114,Dallas Mavericks,121,Box Score,,19671.0,2:12,American Airlines Center,
"Wed, Dec 4, 2019",9:00p,Los Angeles Lakers,121,Utah Jazz,96,Box Score,,18306.0,2:11,Vivint Smart Home Arena,
"Wed, Dec 4, 2019",10:00p,Sacramento Kings,116,Portland Trail Blazers,127,Box Score,,19393.0,2:07,Moda Center,
"Thu, Dec 5, 2019",7:00p,Philadelphia 76ers,113,Washington Wizards,119,Box Score,,16554.0,2:17,Capital One Arena,
"Thu, Dec 5, 2019",7:30p,Denver Nuggets,129,New York Knicks,92,Box Score,,18171.0,2:05,Madison Square Garden (IV),
"Thu, Dec 5, 2019",7:30p,Houston Rockets,119,Toronto Raptors,109,Box Score,,19800.0,2:16,Scotiabank Arena,
"Thu, Dec 5, 2019",8:00p,Phoenix Suns,139,New Orleans Pelicans,132,Box Score,OT,15607.0,2:32,Smoothie King Center,
"Fri, Dec 6, 2019",7:00p,Brooklyn Nets,111,Charlotte Hornets,104,Box Score,,15075.0,2:08,Spectrum Center,
"Fri, Dec 6, 2019",7:00p,Orlando Magic,93,Cleveland Cavaliers,87,Box Score,,18446.0,2:02,Rocket Mortgage Fieldhouse,
"Fri, Dec 6, 2019",7:00p,Indiana Pacers,101,Detroit Pistons,108,Box Score,,14894.0,2:11,Little Caesars Arena,
"Fri, Dec 6, 2019",8:00p,Denver Nuggets,95,Boston Celtics,108,Box Score,,19156.0,2:08,TD Garden,
"Fri, Dec 6, 2019",8:00p,Golden State Warriors,100,Chicago Bulls,98,Box Score,,18841.0,2:01,United Center,
"Fri, Dec 6, 2019",8:00p,Washington Wizards,103,Miami Heat,112,Box Score,,19600.0,2:07,AmericanAirlines Arena,
"Fri, Dec 6, 2019",8:00p,Minnesota Timberwolves,127,Oklahoma City Thunder,139,Box Score,OT,18203.0,2:41,Chesapeake Energy Arena,
"Fri, Dec 6, 2019",8:30p,Los Angeles Clippers,91,Milwaukee Bucks,119,Box Score,,17732.0,2:12,Fiserv Forum,
"Fri, Dec 6, 2019",8:30p,Sacramento Kings,104,San Antonio Spurs,105,Box Score,OT,18354.0,2:34,AT&T Center,
"Fri, Dec 6, 2019",10:30p,Los Angeles Lakers,136,Portland Trail Blazers,113,Box Score,,19912.0,2:26,Moda Center,
"Sat, Dec 7, 2019",2:00p,New Orleans Pelicans,84,Dallas Mavericks,130,Box Score,,19456.0,2:10,American Airlines Center,
"Sat, Dec 7, 2019",7:30p,Indiana Pacers,104,New York Knicks,103,Box Score,,19110.0,2:06,Madison Square Garden (IV),
"Sat, Dec 7, 2019",7:30p,Cleveland Cavaliers,94,Philadelphia 76ers,141,Box Score,,20844.0,2:01,Wells Fargo Center,
"Sat, Dec 7, 2019",8:00p,Phoenix Suns,109,Houston Rockets,115,Box Score,,18055.0,2:19,Toyota Center,
"Sat, Dec 7, 2019",10:00p,Memphis Grizzlies,112,Utah Jazz,126,Box Score,,18306.0,2:07,Vivint Smart Home Arena,
"Sun, Dec 8, 2019",3:00p,Denver Nuggets,102,Brooklyn Nets,105,Box Score,,16679.0,2:14,Barclays Center,
"Sun, Dec 8, 2019",5:00p,Atlanta Hawks,122,Charlotte Hornets,107,Box Score,,15489.0,2:09,Spectrum Center,
"Sun, Dec 8, 2019",6:00p,Chicago Bulls,105,Miami Heat,110,Box Score,OT,19600.0,2:46,AmericanAirlines Arena,
"Sun, Dec 8, 2019",6:00p,Toronto Raptors,104,Philadelphia 76ers,110,Box Score,,20313.0,2:20,Wells Fargo Center,
"Sun, Dec 8, 2019",6:00p,Los Angeles Clippers,135,Washington Wizards,119,Box Score,,15946.0,2:20,Capital One Arena,
"Sun, Dec 8, 2019",7:00p,Sacramento Kings,110,Dallas Mavericks,106,Box Score,,19566.0,2:04,American Airlines Center,
"Sun, Dec 8, 2019",9:00p,Oklahoma City Thunder,108,Portland Trail Blazers,96,Box Score,,19393.0,2:12,Moda Center,
"Sun, Dec 8, 2019",9:30p,Minnesota Timberwolves,125,Los Angeles Lakers,142,Box Score,,18997.0,2:13,STAPLES Center,
"Mon, Dec 9, 2019",7:00p,Los Angeles Clippers,110,Indiana Pacers,99,Box Score,,14644.0,2:16,Bankers Life Fieldhouse,
"Mon, Dec 9, 2019",7:30p,Cleveland Cavaliers,88,Boston Celtics,110,Box Score,,19156.0,1:59,TD Garden,
"Mon, Dec 9, 2019",8:00p,Toronto Raptors,93,Chicago Bulls,92,Box Score,,14775.0,2:11,United Center,
"Mon, Dec 9, 2019",8:00p,Sacramento Kings,119,Houston Rockets,118,Box Score,,18055.0,2:17,Toyota Center,
"Mon, Dec 9, 2019",8:00p,Orlando Magic,101,Milwaukee Bucks,110,Box Score,,17385.0,2:11,Fiserv Forum,
"Mon, Dec 9, 2019",8:00p,Detroit Pistons,105,New Orleans Pelicans,103,Box Score,,13694.0,2:20,Smoothie King Center,
"Mon, Dec 9, 2019",9:00p,Minnesota Timberwolves,109,Phoenix Suns,125,Box Score,,13230.0,,Talking Stick Resort Arena,
"Mon, Dec 9, 2019",9:00p,Oklahoma City Thunder,104,Utah Jazz,90,Box Score,,18306.0,2:07,Vivint Smart Home Arena,
"Mon, Dec 9, 2019",10:30p,Memphis Grizzlies,110,Golden State Warriors,102,Box Score,,18064.0,2:09,Chase Center,
"Tue, Dec 10, 2019",7:00p,Washington Wizards,107,Charlotte Hornets,114,Box Score,,10626.0,2:21,Spectrum Center,
"Tue, Dec 10, 2019",8:00p,Atlanta Hawks,121,Miami Heat,135,Box Score,OT,19600.0,2:25,AmericanAirlines Arena,
"Tue, Dec 10, 2019",8:00p,Denver Nuggets,92,Philadelphia 76ers,97,Box Score,,20591.0,2:14,Wells Fargo Center,
"Tue, Dec 10, 2019",10:00p,New York Knicks,87,Portland Trail Blazers,115,Box Score,,19393.0,2:02,Moda Center,
"Wed, Dec 11, 2019",7:00p,Houston Rockets,116,Cleveland Cavaliers,110,Box Score,,17122.0,2:07,Rocket Mortgage Fieldhouse,
"Wed, Dec 11, 2019",7:00p,Boston Celtics,117,Indiana Pacers,122,Box Score,,15637.0,2:20,Bankers Life Fieldhouse,
"Wed, Dec 11, 2019",7:00p,Los Angeles Lakers,96,Orlando Magic,87,Box Score,,18846.0,2:12,Amway Center,
"Wed, Dec 11, 2019",7:00p,Los Angeles Clippers,112,Toronto Raptors,92,Box Score,,20144.0,2:20,Scotiabank Arena,
"Wed, Dec 11, 2019",7:30p,Charlotte Hornets,113,Brooklyn Nets,108,Box Score,,15631.0,2:18,Barclays Center,
"Wed, Dec 11, 2019",8:00p,Atlanta Hawks,102,Chicago Bulls,136,Box Score,,15084.0,2:09,United Center,
"Wed, Dec 11, 2019",8:00p,Utah Jazz,127,Minnesota Timberwolves,116,Box Score,,12369.0,2:16,Target Center,
"Wed, Dec 11, 2019",9:00p,Memphis Grizzlies,115,Phoenix Suns,108,Box Score,,12254.0,2:16,Talking Stick Resort Arena,
"Wed, Dec 11, 2019",9:30p,New Orleans Pelicans,112,Milwaukee Bucks,127,Box Score,,17385.0,2:06,Fiserv Forum,
"Wed, Dec 11, 2019",10:00p,Oklahoma City Thunder,93,Sacramento Kings,94,Box Score,,16723.0,2:08,Golden 1 Center,
"Wed, Dec 11, 2019",10:30p,New York Knicks,124,Golden State Warriors,122,Box Score,OT,18064.0,2:35,Chase Center,
"Thu, Dec 12, 2019",8:00p,Philadelphia 76ers,115,Boston Celtics,109,Box Score,,19156.0,2:29,TD Garden,
"Thu, Dec 12, 2019",8:30p,Cleveland Cavaliers,117,San Antonio Spurs,109,Box Score,OT,18354.0,2:26,AT&T Center,
"Thu, Dec 12, 2019",9:00p,Dallas Mavericks,122,Detroit Pistons,111,Box Score,,20064.0,2:14,Mexico City Arena,"at Mexico City, Mexico"
"Thu, Dec 12, 2019",10:30p,Portland Trail Blazers,99,Denver Nuggets,114,Box Score,,18828.0,2:04,Pepsi Center,
"Fri, Dec 13, 2019",7:00p,Los Angeles Lakers,113,Miami Heat,110,Box Score,,20013.0,2:24,AmericanAirlines Arena,
"Fri, Dec 13, 2019",7:00p,Houston Rockets,130,Orlando Magic,107,Box Score,,16335.0,1:59,Amway Center,
"Fri, Dec 13, 2019",7:00p,New Orleans Pelicans,109,Philadelphia 76ers,116,Box Score,,20620.0,2:29,Wells Fargo Center,
"Fri, Dec 13, 2019",7:30p,Indiana Pacers,110,Atlanta Hawks,100,Box Score,,15121.0,2:13,State Farm Arena,
"Fri, Dec 13, 2019",8:00p,Charlotte Hornets,83,Chicago Bulls,73,Box Score,,18377.0,2:05,United Center,
"Fri, Dec 13, 2019",8:00p,Milwaukee Bucks,127,Memphis Grizzlies,114,Box Score,,16109.0,2:17,FedEx Forum,
"Fri, Dec 13, 2019",9:00p,Golden State Warriors,106,Utah Jazz,114,Box Score,,18306.0,2:18,Vivint Smart Home Arena,
"Fri, Dec 13, 2019",9:30p,Los Angeles Clippers,124,Minnesota Timberwolves,117,Box Score,,17585.0,2:39,Target Center,
"Fri, Dec 13, 2019",10:00p,New York Knicks,103,Sacramento Kings,101,Box Score,,17583.0,2:12,Golden 1 Center,
"Sat, Dec 14, 2019",5:00p,San Antonio Spurs,121,Phoenix Suns,119,Box Score,OT,20013.0,2:37,Mexico City Arena,"at Mexico City, Mexico"
"Sat, Dec 14, 2019",7:30p,Brooklyn Nets,102,Toronto Raptors,110,Box Score,,19800.0,2:13,Scotiabank Arena,
"Sat, Dec 14, 2019",8:00p,Los Angeles Clippers,106,Chicago Bulls,109,Box Score,,18426.0,2:22,United Center,
"Sat, Dec 14, 2019",8:00p,Washington Wizards,111,Memphis Grizzlies,128,Box Score,,15631.0,2:14,FedEx Forum,
"Sat, Dec 14, 2019",8:30p,Miami Heat,122,Dallas Mavericks,118,Box Score,OT,20333.0,2:40,American Airlines Center,
"Sat, Dec 14, 2019",8:30p,Cleveland Cavaliers,108,Milwaukee Bucks,125,Box Score,,17481.0,2:03,Fiserv Forum,
"Sat, Dec 14, 2019",9:00p,Oklahoma City Thunder,102,Denver Nuggets,110,Box Score,,19520.0,2:12,Pepsi Center,
"Sat, Dec 14, 2019",9:00p,Detroit Pistons,115,Houston Rockets,107,Box Score,,18055.0,2:11,Toyota Center,
"Sun, Dec 15, 2019",3:30p,Orlando Magic,130,New Orleans Pelicans,119,Box Score,,15388.0,2:08,Smoothie King Center,
"Sun, Dec 15, 2019",5:00p,Charlotte Hornets,85,Indiana Pacers,107,Box Score,,16061.0,2:06,Bankers Life Fieldhouse,
"Sun, Dec 15, 2019",6:00p,Los Angeles Lakers,101,Atlanta Hawks,96,Box Score,,16962.0,2:28,State Farm Arena,
"Sun, Dec 15, 2019",6:00p,Philadelphia 76ers,89,Brooklyn Nets,109,Box Score,,17732.0,2:09,Barclays Center,
"Sun, Dec 15, 2019",8:00p,New York Knicks,105,Denver Nuggets,111,Box Score,,18867.0,2:08,Pepsi Center,
"Sun, Dec 15, 2019",8:30p,Sacramento Kings,100,Golden State Warriors,79,Box Score,,18064.0,2:10,Chase Center,
"Mon, Dec 16, 2019",7:00p,Washington Wizards,133,Detroit Pistons,119,Box Score,,14632.0,2:25,Little Caesars Arena,
"Mon, Dec 16, 2019",7:30p,Cleveland Cavaliers,113,Toronto Raptors,133,Box Score,,19800.0,,Scotiabank Arena,
"Mon, Dec 16, 2019",8:00p,San Antonio Spurs,107,Houston Rockets,109,Box Score,,18055.0,2:17,Toyota Center,
"Mon, Dec 16, 2019",8:00p,Miami Heat,111,Memphis Grizzlies,118,Box Score,,14021.0,2:20,FedEx Forum,
"Mon, Dec 16, 2019",8:00p,Dallas Mavericks,120,Milwaukee Bucks,116,Box Score,,17727.0,2:26,Fiserv Forum,
"Mon, Dec 16, 2019",8:00p,Chicago Bulls,106,Oklahoma City Thunder,109,Box Score,,18203.0,2:19,Chesapeake Energy Arena,
"Mon, Dec 16, 2019",9:00p,Portland Trail Blazers,111,Phoenix Suns,110,Box Score,,14193.0,2:17,Talking Stick Resort Arena,
"Tue, Dec 17, 2019",7:00p,Sacramento Kings,102,Charlotte Hornets,110,Box Score,,13229.0,2:11,Spectrum Center,
"Tue, Dec 17, 2019",7:00p,Los Angeles Lakers,102,Indiana Pacers,105,Box Score,,17923.0,2:13,Bankers Life Fieldhouse,
"Tue, Dec 17, 2019",7:30p,Atlanta Hawks,120,New York Knicks,143,Box Score,,18268.0,2:09,Madison Square Garden (IV),
"Tue, Dec 17, 2019",8:00p,Brooklyn Nets,108,New Orleans Pelicans,101,Box Score,OT,15177.0,2:31,Smoothie King Center,
"Tue, Dec 17, 2019",9:00p,Orlando Magic,102,Utah Jazz,109,Box Score,,18306.0,2:07,Vivint Smart Home Arena,
"Tue, Dec 17, 2019",10:30p,Phoenix Suns,99,Los Angeles Clippers,120,Box Score,,19068.0,2:02,STAPLES Center,
"Wed, Dec 18, 2019",7:00p,Charlotte Hornets,98,Cleveland Cavaliers,100,Box Score,,17023.0,2:13,Rocket Mortgage Fieldhouse,
"Wed, Dec 18, 2019",7:00p,Toronto Raptors,112,Detroit Pistons,99,Box Score,,15319.0,2:16,Little Caesars Arena,
"Wed, Dec 18, 2019",7:00p,Miami Heat,108,Philadelphia 76ers,104,Box Score,,20715.0,2:20,Wells Fargo Center,
"Wed, Dec 18, 2019",7:00p,Chicago Bulls,110,Washington Wizards,109,Box Score,OT,14987.0,2:40,Capital One Arena,
"Wed, Dec 18, 2019",8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,99,Box Score,,12490.0,2:14,Target Center,
"Wed, Dec 18, 2019",8:00p,Memphis Grizzlies,122,Oklahoma City Thunder,126,Box Score,,18203.0,2:15,Chesapeake Energy Arena,
"Wed, Dec 18, 2019",9:00p,Orlando Magic,104,Denver Nuggets,113,Box Score,,18182.0,2:11,Pepsi Center,
"Wed, Dec 18, 2019",9:30p,Boston Celtics,109,Dallas Mavericks,103,Box Score,,20181.0,2:25,American Airlines Center,
"Wed, Dec 18, 2019",10:00p,Golden State Warriors,112,Portland Trail Blazers,122,Box Score,,19393.0,2:18,Moda Center,
"Thu, Dec 19, 2019",7:30p,Utah Jazz,111,Atlanta Hawks,106,Box Score,,16739.0,2:16,State Farm Arena,
"Thu, Dec 19, 2019",8:00p,Los Angeles Lakers,104,Milwaukee Bucks,111,Box Score,,18051.0,2:31,Fiserv Forum,
"Thu, Dec 19, 2019",8:30p,Brooklyn Nets,105,San Antonio Spurs,118,Box Score,,18354.0,2:14,AT&T Center,
"Thu, Dec 19, 2019",10:30p,Houston Rockets,122,Los Angeles Clippers,117,Box Score,,19068.0,2:33,STAPLES Center,
"Fri, Dec 20, 2019",7:00p,Memphis Grizzlies,107,Cleveland Cavaliers,114,Box Score,,19432.0,2:03,Rocket Mortgage Fieldhouse,
"Fri, Dec 20, 2019",7:00p,Sacramento Kings,105,Indiana Pacers,119,Box Score,,14649.0,2:01,Bankers Life Fieldhouse,
"Fri, Dec 20, 2019",7:30p,Detroit Pistons,93,Boston Celtics,114,Box Score,,19156.0,2:06,TD Garden,
"Fri, Dec 20, 2019",7:30p,Washington Wizards,118,Toronto Raptors,122,Box Score,,19800.0,2:28,Scotiabank Arena,
"Fri, Dec 20, 2019",8:00p,New York Knicks,114,Miami Heat,129,Box Score,,19704.0,2:14,AmericanAirlines Arena,
"Fri, Dec 20, 2019",8:00p,Phoenix Suns,108,Oklahoma City Thunder,126,Box Score,,18203.0,2:13,Chesapeake Energy Arena,
"Fri, Dec 20, 2019",8:00p,Dallas Mavericks,117,Philadelphia 76ers,98,Box Score,,20778.0,2:15,Wells Fargo Center,
"Fri, Dec 20, 2019",9:00p,Minnesota Timberwolves,100,Denver Nuggets,109,Box Score,,19520.0,2:15,Pepsi Center,
"Fri, Dec 20, 2019",10:00p,Orlando Magic,103,Portland Trail Blazers,118,Box Score,,19393.0,2:10,Moda Center,
"Fri, Dec 20, 2019",10:30p,New Orleans Pelicans,102,Golden State Warriors,106,Box Score,,18064.0,2:21,Chase Center,
"Sat, Dec 21, 2019",5:00p,Utah Jazz,114,Charlotte Hornets,107,Box Score,,16187.0,2:17,Spectrum Center,
"Sat, Dec 21, 2019",6:00p,Atlanta Hawks,112,Brooklyn Nets,122,Box Score,,16496.0,2:15,Barclays Center,
"Sat, Dec 21, 2019",7:00p,Chicago Bulls,119,Detroit Pistons,107,Box Score,,15948.0,2:10,Little Caesars Arena,
"Sat, Dec 21, 2019",7:00p,Washington Wizards,108,Philadelphia 76ers,125,Box Score,,20529.0,2:18,Wells Fargo Center,
"Sat, Dec 21, 2019",7:30p,Milwaukee Bucks,123,New York Knicks,102,Box Score,,18124.0,2:12,Madison Square Garden (IV),
"Sat, Dec 21, 2019",8:00p,Sacramento Kings,115,Memphis Grizzlies,119,Box Score,,15603.0,2:13,FedEx Forum,
"Sat, Dec 21, 2019",8:30p,Los Angeles Clippers,134,San Antonio Spurs,109,Box Score,,18354.0,,AT&T Center,
"Sat, Dec 21, 2019",9:00p,Houston Rockets,139,Phoenix Suns,125,Box Score,,16061.0,2:07,Talking Stick Resort Arena,
"Sat, Dec 21, 2019",10:00p,Minnesota Timberwolves,106,Portland Trail Blazers,113,Box Score,,19393.0,2:11,Moda Center,
"Sun, Dec 22, 2019",3:30p,Dallas Mavericks,107,Toronto Raptors,110,Box Score,,19800.0,2:21,Scotiabank Arena,
"Sun, Dec 22, 2019",6:00p,Charlotte Hornets,93,Boston Celtics,119,Box Score,,19156.0,2:07,TD Garden,
"Sun, Dec 22, 2019",7:00p,Indiana Pacers,89,Milwaukee Bucks,117,Box Score,,18029.0,1:56,Fiserv Forum,
"Sun, Dec 22, 2019",7:00p,Los Angeles Clippers,112,Oklahoma City Thunder,118,Box Score,,18203.0,2:15,Chesapeake Energy Arena,
"Sun, Dec 22, 2019",9:30p,Denver Nuggets,128,Los Angeles Lakers,104,Box Score,,18997.0,2:19,STAPLES Center,
"Mon, Dec 23, 2019",7:00p,Atlanta Hawks,118,Cleveland Cavaliers,121,Box Score,,18007.0,2:10,Rocket Mortgage Fieldhouse,
"Mon, Dec 23, 2019",7:00p,Philadelphia 76ers,125,Detroit Pistons,109,Box Score,,16476.0,2:06,Little Caesars Arena,
"Mon, Dec 23, 2019",7:00p,Toronto Raptors,115,Indiana Pacers,120,Box Score,OT,17164.0,2:28,Bankers Life Fieldhouse,
"Mon, Dec 23, 2019",7:00p,Washington Wizards,121,New York Knicks,115,Box Score,,19413.0,2:17,Madison Square Garden (IV),
"Mon, Dec 23, 2019",7:00p,Chicago Bulls,95,Orlando Magic,103,Box Score,,18846.0,2:01,Amway Center,
"Mon, Dec 23, 2019",7:30p,Utah Jazz,104,Miami Heat,107,Box Score,,19890.0,2:22,AmericanAirlines Arena,
"Mon, Dec 23, 2019",8:00p,San Antonio Spurs,145,Memphis Grizzlies,115,Box Score,,16776.0,2:00,FedEx Forum,
"Mon, Dec 23, 2019",9:00p,Denver Nuggets,113,Phoenix Suns,111,Box Score,,16041.0,2:11,Talking Stick Resort Arena,
"Mon, Dec 23, 2019",10:00p,New Orleans Pelicans,102,Portland Trail Blazers,94,Box Score,,19499.0,2:03,Moda Center,
"Mon, Dec 23, 2019",10:00p,Houston Rockets,113,Sacramento Kings,104,Box Score,,17583.0,2:08,Golden 1 Center,
"Mon, Dec 23, 2019",10:30p,Minnesota Timberwolves,104,Golden State Warriors,113,Box Score,,18064.0,2:20,Chase Center,
"Wed, Dec 25, 2019",12:00p,Boston Celtics,118,Toronto Raptors,102,Box Score,,19800.0,2:14,Scotiabank Arena,
"Wed, Dec 25, 2019",2:30p,Milwaukee Bucks,109,Philadelphia 76ers,121,Box Score,,21028.0,2:04,Wells Fargo Center,
"Wed, Dec 25, 2019",5:00p,Houston Rockets,104,Golden State Warriors,116,Box Score,,18064.0,2:14,Chase Center,
"Wed, Dec 25, 2019",8:00p,Los Angeles Clippers,111,Los Angeles Lakers,106,Box Score,,18997.0,2:29,STAPLES Center,
"Wed, Dec 25, 2019",10:30p,New Orleans Pelicans,112,Denver Nuggets,100,Box Score,,19520.0,2:10,Pepsi Center,
"Thu, Dec 26, 2019",7:00p,Washington Wizards,102,Detroit Pistons,132,Box Score,,17188.0,2:14,Little Caesars Arena,
"Thu, Dec 26, 2019",7:30p,New York Knicks,94,Brooklyn Nets,82,Box Score,,17732.0,2:07,Barclays Center,
"Thu, Dec 26, 2019",8:00p,San Antonio Spurs,98,Dallas Mavericks,102,Box Score,,20427.0,2:12,American Airlines Center,
"Thu, Dec 26, 2019",8:00p,Memphis Grizzlies,110,Oklahoma City Thunder,97,Box Score,,18203.0,2:05,Chesapeake Energy Arena,
"Thu, Dec 26, 2019",10:00p,Minnesota Timberwolves,105,Sacramento Kings,104,Box Score,2OT,17583.0,2:43,Golden 1 Center,
"Thu, Dec 26, 2019",10:30p,Portland Trail Blazers,115,Utah Jazz,121,Box Score,,18306.0,2:19,Vivint Smart Home Arena,
"Fri, Dec 27, 2019",4:00p,Cleveland Cavaliers,117,Boston Celtics,129,Box Score,,19156.0,2:07,TD Garden,
"Fri, Dec 27, 2019",7:00p,Oklahoma City Thunder,104,Charlotte Hornets,102,Box Score,OT,18418.0,2:36,Spectrum Center,
"Fri, Dec 27, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,98,Box Score,,17311.0,2:13,Amway Center,
"Fri, Dec 27, 2019",7:30p,Milwaukee Bucks,112,Atlanta Hawks,86,Box Score,,17358.0,1:59,State Farm Arena,
"Fri, Dec 27, 2019",8:00p,Indiana Pacers,112,Miami Heat,113,Box Score,,19767.0,2:02,AmericanAirlines Arena,
"Fri, Dec 27, 2019",10:30p,Phoenix Suns,96,Golden State Warriors,105,Box Score,,18064.0,2:10,Chase Center,
"Sat, Dec 28, 2019",5:00p,Memphis Grizzlies,110,Denver Nuggets,119,Box Score,,19697.0,2:13,Pepsi Center,
